sample_id,image_path,label,stage
94,022652.jpg,6658,train
95,112976.jpg,3167,train
96,059724.jpg,5086,train
97,051469.jpg,4225,test
98,172250.jpg,4017,test
99,155313.jpg,3500,train
100,129270.jpg,6199,val
101,154627.jpg,4323,train
102,007996.jpg,4292,test
103,060399.jpg,1088,test
104,039273.jpg,4265,train
105,192224.jpg,5570,train
106,014534.jpg,348,test
107,019196.jpg,3620,test
108,078490.jpg,2065,train
109,020814.jpg,9719,val
110,170966.jpg,3508,test
111,141181.jpg,6688,val
112,004812.jpg,8597,train
113,155232.jpg,3896,test
114,018838.jpg,7361,val
115,056982.jpg,861,val
116,043019.jpg,8424,train
117,038023.jpg,6921,train
118,156994.jpg,3846,val
119,007615.jpg,8989,train
120,069739.jpg,1580,train
121,065868.jpg,1223,test
122,197615.jpg,5035,train
123,105289.jpg,6443,train
124,124522.jpg,2158,train
125,036206.jpg,3135,train
126,201297.jpg,6194,train
127,138461.jpg,1566,train
128,200622.jpg,9102,train
129,026889.jpg,1335,train
130,187325.jpg,5774,val
131,054245.jpg,7348,train
132,080372.jpg,395,train
133,086484.jpg,4650,val
134,061312.jpg,3051,train
135,170517.jpg,4712,val
136,059787.jpg,1951,val
137,128427.jpg,10160,test
138,161731.jpg,3896,train
139,019158.jpg,1493,test
140,190411.jpg,8420,val
141,193777.jpg,5256,train
142,089983.jpg,4316,val
143,047325.jpg,6318,train
144,144985.jpg,2897,train
145,006661.jpg,4437,train
146,166906.jpg,1582,val
147,079025.jpg,5311,train
148,111244.jpg,894,train
149,131269.jpg,6339,train
150,031685.jpg,6452,val
151,128090.jpg,32,test
152,083372.jpg,8858,train
153,195206.jpg,5760,train
154,125310.jpg,8286,train
155,010732.jpg,6088,val
156,106718.jpg,1714,val
157,122367.jpg,5382,val
158,170580.jpg,3490,test
159,075966.jpg,3835,val
160,180879.jpg,4372,train
161,104806.jpg,4419,train
162,157944.jpg,1258,train
163,085686.jpg,3356,train
164,122635.jpg,6628,train
165,138016.jpg,9210,test
166,122263.jpg,1951,train
167,161716.jpg,1336,val
168,182566.jpg,1037,train
169,002711.jpg,417,train
170,110028.jpg,8966,train
171,094759.jpg,1194,test
172,020413.jpg,9687,train
173,127799.jpg,9114,train
174,196930.jpg,7548,train
175,046791.jpg,2117,train
176,051948.jpg,8972,test
177,155164.jpg,5133,train
178,047484.jpg,8641,train
179,047760.jpg,4309,val
180,187603.jpg,9276,train
181,107351.jpg,3562,train
182,057733.jpg,2562,train
183,195737.jpg,7760,train
184,090180.jpg,6009,train
185,075046.jpg,9722,train
186,031343.jpg,4414,test
187,172681.jpg,4423,train
188,190862.jpg,6846,train
189,168986.jpg,4177,train
190,037890.jpg,7768,train
191,097161.jpg,1749,train
192,119400.jpg,7923,train
193,076731.jpg,1614,train
194,174447.jpg,365,test
195,191473.jpg,6703,train
196,003266.jpg,1228,train
197,061642.jpg,3376,train
198,101841.jpg,9921,test
199,164972.jpg,4055,val
200,024284.jpg,3882,test
201,052120.jpg,6893,val
202,040627.jpg,6318,test
203,037601.jpg,3984,train
204,000468.jpg,9192,val
205,176572.jpg,978,train
206,099109.jpg,6458,test
207,022303.jpg,4150,train
208,083604.jpg,7367,train
209,164334.jpg,4302,test
210,068359.jpg,5246,train
211,172774.jpg,1675,val
212,194028.jpg,8611,train
213,037263.jpg,5071,train
214,119602.jpg,4478,train
215,180160.jpg,1044,train
216,023838.jpg,1003,train
217,105968.jpg,8803,train
218,113701.jpg,10021,train
219,117295.jpg,9156,val
220,075517.jpg,21,train
221,042257.jpg,4238,train
222,048625.jpg,5303,train
223,161553.jpg,3203,val
224,157843.jpg,1470,test
225,113927.jpg,3304,val
226,186830.jpg,4931,val
227,131372.jpg,1611,train
228,004220.jpg,8833,val
229,186229.jpg,8621,train
230,109204.jpg,1517,train
231,185074.jpg,6194,train
232,113659.jpg,4741,train
233,032142.jpg,5449,val
234,187748.jpg,6195,test
235,187158.jpg,5545,train
236,184641.jpg,8931,val
237,083025.jpg,3404,train
238,122373.jpg,4686,val
239,034304.jpg,4821,val
240,133415.jpg,3098,train
241,074734.jpg,4220,val
242,071416.jpg,1281,train
243,018016.jpg,1624,train
244,182425.jpg,4030,test
245,021658.jpg,1181,train
246,058157.jpg,7346,test
247,187259.jpg,6370,val
248,179034.jpg,4558,train
249,045078.jpg,4625,val
250,127824.jpg,7309,train
251,064445.jpg,7174,test
252,104576.jpg,7632,val
253,175269.jpg,3028,train
254,190227.jpg,6185,train
255,050477.jpg,3980,train
256,003150.jpg,7449,train
257,191811.jpg,10062,test
258,112165.jpg,6642,train
259,117643.jpg,6751,train
260,040348.jpg,6335,train
261,178677.jpg,3211,val
262,069183.jpg,9065,val
263,120863.jpg,4407,test
264,152022.jpg,4972,train
265,129373.jpg,6166,train
266,063040.jpg,5729,train
267,168167.jpg,2393,val
268,070238.jpg,3475,test
269,055318.jpg,1744,train
270,184361.jpg,6657,train
271,036157.jpg,3312,train
272,023930.jpg,4950,val
273,185238.jpg,5218,train
274,094775.jpg,2150,train
275,124525.jpg,8739,train
276,055519.jpg,7632,test
277,008743.jpg,4648,train
278,180646.jpg,4458,val
279,141242.jpg,5833,train
280,107948.jpg,9987,test
281,085104.jpg,8942,train
282,195978.jpg,7360,test
283,128499.jpg,7399,train
284,015690.jpg,6574,train
285,026257.jpg,2174,train
286,176111.jpg,1154,train
287,155713.jpg,7516,val
288,175821.jpg,3811,val
289,016321.jpg,9542,train
290,077527.jpg,6119,train
291,000188.jpg,142,test
292,007888.jpg,1711,train
293,148378.jpg,2463,val
294,085215.jpg,5391,train
295,128556.jpg,6266,train
296,183796.jpg,5888,train
297,194972.jpg,5570,train
298,086868.jpg,10160,val
299,056073.jpg,5181,train
300,170272.jpg,953,train
301,108109.jpg,417,val
302,179485.jpg,1642,test
303,045271.jpg,6681,val
304,032848.jpg,1568,val
305,181586.jpg,2790,train
306,170099.jpg,2303,test
307,016180.jpg,973,test
308,197844.jpg,8621,test
309,116346.jpg,1264,train
310,086138.jpg,5469,train
311,175212.jpg,981,train
312,134885.jpg,7932,train
313,044932.jpg,5139,train
314,184861.jpg,5328,val
315,002841.jpg,4959,train
316,125215.jpg,7680,train
317,096146.jpg,3432,train
318,093949.jpg,5928,test
319,129589.jpg,8818,test
320,179028.jpg,953,train
321,037400.jpg,9910,test
322,109839.jpg,2451,train
323,063880.jpg,8656,val
324,138959.jpg,6430,train
325,023691.jpg,4600,val
326,072868.jpg,5334,val
327,146175.jpg,6241,train
328,039315.jpg,1393,train
329,015388.jpg,1731,train
330,162920.jpg,650,train
331,137837.jpg,6134,val
332,092278.jpg,6128,val
333,147301.jpg,8739,test
334,098273.jpg,4447,train
335,014941.jpg,1844,val
336,147004.jpg,5960,train
337,088271.jpg,6025,train
338,194845.jpg,7429,train
339,009561.jpg,4421,train
340,176044.jpg,2981,train
341,052430.jpg,1916,val
342,155290.jpg,9165,train
343,196426.jpg,6421,train
344,147742.jpg,5896,train
345,129600.jpg,1885,test
346,052766.jpg,7719,train
347,131507.jpg,3696,train
348,194429.jpg,9073,train
349,175301.jpg,3521,train
350,160374.jpg,6009,train
351,163714.jpg,4560,train
352,065083.jpg,6736,train
353,160494.jpg,2879,train
354,183821.jpg,5273,val
355,173267.jpg,4518,train
356,122105.jpg,2938,train
357,120957.jpg,8341,train
358,020970.jpg,2331,train
359,193153.jpg,5774,val
360,005363.jpg,8023,train
361,019741.jpg,10003,train
362,176130.jpg,1306,train
363,065900.jpg,8770,test
364,042510.jpg,8247,train
365,012653.jpg,3127,test
366,006695.jpg,6200,val
367,189226.jpg,7883,train
368,067106.jpg,2516,val
369,036070.jpg,6288,train
370,131302.jpg,4220,train
371,000319.jpg,9701,test
372,018752.jpg,1439,test
373,143176.jpg,5512,train
374,006575.jpg,5780,train
375,041712.jpg,3853,test
376,011692.jpg,8549,train
377,039037.jpg,4863,val
378,094306.jpg,9057,train
379,041731.jpg,9116,test
380,200983.jpg,5128,train
381,084510.jpg,7133,train
382,099165.jpg,4265,train
383,087380.jpg,9091,test
384,083823.jpg,303,train
385,084124.jpg,2249,train
386,101583.jpg,9144,test
387,119660.jpg,7318,train
388,095565.jpg,9152,val
389,039335.jpg,4945,train
390,092017.jpg,8944,val
391,165065.jpg,2523,train
392,193764.jpg,4978,train
393,126536.jpg,4561,train
394,165300.jpg,1708,val
395,030666.jpg,4889,train
396,100983.jpg,6079,train
397,151219.jpg,1990,val
398,028942.jpg,5786,val
399,017059.jpg,8974,train
400,110166.jpg,4832,val
401,122863.jpg,4252,val
402,062256.jpg,1392,val
403,051279.jpg,1871,test
404,117969.jpg,7569,train
405,043690.jpg,3336,train
406,183640.jpg,6184,val
407,131509.jpg,8515,train
408,153619.jpg,6266,train
409,133506.jpg,3034,val
410,074034.jpg,6163,test
411,090800.jpg,1025,val
412,077707.jpg,9533,train
413,092593.jpg,2337,train
414,034544.jpg,4612,train
415,045446.jpg,6802,test
416,088861.jpg,3316,test
417,181832.jpg,1884,val
418,193659.jpg,7510,val
419,177245.jpg,4834,train
420,000089.jpg,5472,test
421,096838.jpg,5729,train
422,087138.jpg,6327,train
423,011414.jpg,7243,train
424,050712.jpg,2097,val
425,061728.jpg,5028,train
426,051061.jpg,2190,train
427,162199.jpg,3181,test
428,100779.jpg,6351,train
429,058597.jpg,5001,val
430,161774.jpg,8954,val
431,184893.jpg,9102,train
432,080582.jpg,9923,train
433,031013.jpg,78,val
434,029404.jpg,4721,train
435,093906.jpg,8558,train
436,069805.jpg,9910,train
437,145068.jpg,2792,test
438,031076.jpg,4151,val
439,106213.jpg,3410,train
440,127234.jpg,958,train
441,029167.jpg,9719,test
442,092607.jpg,3623,val
443,051270.jpg,2425,train
444,177063.jpg,3859,train
445,069607.jpg,4328,train
446,040258.jpg,1951,train
447,097317.jpg,2534,train
448,114343.jpg,3020,train
449,002669.jpg,10086,train
450,133546.jpg,1213,train
451,102359.jpg,2296,train
452,073770.jpg,4286,test
453,095645.jpg,2837,train
454,048781.jpg,6583,train
455,028344.jpg,7427,train
456,068282.jpg,4315,train
457,186252.jpg,6284,val
458,013337.jpg,9302,train
459,159871.jpg,7315,train
460,157856.jpg,8638,train
461,118595.jpg,147,train
462,189860.jpg,7573,train
463,082892.jpg,301,test
464,052894.jpg,4031,train
465,055511.jpg,6046,val
466,169041.jpg,1698,train
467,015135.jpg,6811,test
468,190418.jpg,6324,train
469,079845.jpg,6012,val
470,147139.jpg,3981,train
471,188732.jpg,9917,test
472,006321.jpg,8967,test
473,177524.jpg,4311,val
474,083478.jpg,7651,train
475,069001.jpg,95,train
476,194752.jpg,6657,train
477,091833.jpg,4521,test
478,030332.jpg,3480,train
479,101848.jpg,1337,train
480,013153.jpg,1435,train
481,001355.jpg,4483,train
482,022028.jpg,10175,val
483,095692.jpg,7506,train
484,062030.jpg,8833,train
485,054711.jpg,5293,train
486,043028.jpg,3214,train
487,046570.jpg,6288,val
488,145168.jpg,6665,train
489,102397.jpg,3980,train
490,032418.jpg,8341,train
491,086274.jpg,10175,train
492,073931.jpg,1410,train
493,123728.jpg,5283,test
494,185502.jpg,5536,train
495,034477.jpg,3600,train
496,098423.jpg,9183,val
497,087366.jpg,6403,train
498,049813.jpg,397,train
499,042515.jpg,2537,train
500,000725.jpg,8882,val
501,000322.jpg,8514,train
502,192646.jpg,5132,val
503,021033.jpg,10042,val
504,152829.jpg,1050,val
505,004297.jpg,4338,train
506,031755.jpg,4527,train
507,187295.jpg,9739,train
508,039952.jpg,2945,train
509,049103.jpg,1359,val
510,193825.jpg,6999,train
511,200554.jpg,8625,train
512,188580.jpg,9739,train
513,061500.jpg,3212,train
514,136827.jpg,5815,train
515,042132.jpg,7081,val
516,048272.jpg,3356,train
517,127431.jpg,5951,val
518,128998.jpg,5427,train
519,056126.jpg,7318,val
520,034760.jpg,5715,train
521,074011.jpg,8618,train
522,154673.jpg,2332,train
523,176222.jpg,1582,test
524,136380.jpg,2101,train
525,178971.jpg,3397,train
526,168198.jpg,3864,train
527,100703.jpg,7384,train
528,165110.jpg,2374,val
529,168713.jpg,4516,test
530,083007.jpg,10134,test
531,114396.jpg,6327,train
532,005197.jpg,3263,val
533,156920.jpg,9808,train
534,065567.jpg,9401,test
535,157193.jpg,1962,train
536,041865.jpg,9165,train
537,069675.jpg,21,test
538,027055.jpg,9210,train
539,138994.jpg,3022,train
540,116986.jpg,2520,train
541,058178.jpg,7513,test
542,137266.jpg,7119,train
543,180046.jpg,1809,train
544,187313.jpg,6283,train
545,116269.jpg,3098,train
546,174158.jpg,1882,train
547,119735.jpg,5311,test
548,092309.jpg,7243,train
549,135528.jpg,742,train
550,084442.jpg,8896,val
551,004565.jpg,5549,train
552,009639.jpg,4975,train
553,197469.jpg,6999,test
554,127360.jpg,4920,test
555,139755.jpg,7467,val
556,197996.jpg,5100,train
557,105273.jpg,10176,test
558,012277.jpg,6143,train
559,128962.jpg,8385,train
560,073154.jpg,5784,train
561,064706.jpg,3600,test
562,181285.jpg,1164,train
563,027611.jpg,10070,train
564,132780.jpg,5101,val
565,150653.jpg,2960,train
566,159432.jpg,4782,test
567,060265.jpg,7154,val
568,062609.jpg,6346,val
569,020178.jpg,6474,train
570,195032.jpg,5252,train
571,063160.jpg,6558,train
572,004854.jpg,2406,train
573,108607.jpg,2334,val
574,138072.jpg,2518,train
575,192790.jpg,7533,train
576,061952.jpg,4511,train
577,162657.jpg,6076,train
578,021571.jpg,10111,val
579,041629.jpg,5794,train
580,047432.jpg,4143,train
581,078162.jpg,404,val
582,036598.jpg,8834,train
583,029478.jpg,6136,test
584,200996.jpg,6407,train
585,184929.jpg,7073,train
586,162514.jpg,7119,test
587,126034.jpg,2433,val
588,090572.jpg,4648,train
589,165329.jpg,2119,test
590,115629.jpg,4462,train
591,192587.jpg,5100,train
592,076198.jpg,8939,train
593,172427.jpg,971,train
594,128658.jpg,8443,train
595,112593.jpg,5960,test
596,196166.jpg,8963,train
597,067210.jpg,9198,test
598,026686.jpg,8947,train
599,083917.jpg,5120,train
600,153415.jpg,3336,train
601,161103.jpg,2524,test
602,180257.jpg,1469,train
603,112488.jpg,5291,train
604,153562.jpg,5263,val
605,151097.jpg,5210,train
606,191224.jpg,9929,train
607,170307.jpg,2393,train
608,179264.jpg,4312,val
609,157611.jpg,6403,train
610,183552.jpg,5431,train
611,030176.jpg,9184,train
612,055648.jpg,7003,train
613,016606.jpg,8151,train
614,182616.jpg,2020,train
615,172778.jpg,4696,train
616,106492.jpg,8148,train
617,060338.jpg,1550,val
618,160861.jpg,6679,train
619,150613.jpg,9682,train
620,135341.jpg,9610,train
621,151148.jpg,6483,train
622,035150.jpg,495,val
623,047113.jpg,1443,train
624,030943.jpg,7866,train
625,112970.jpg,5311,val
626,189852.jpg,5301,train
627,159204.jpg,2859,test
628,105653.jpg,4889,test
629,169750.jpg,209,train
630,198780.jpg,7095,val
631,100396.jpg,7571,val
632,153359.jpg,8424,train
633,003979.jpg,7866,train
634,085964.jpg,4514,test
635,175898.jpg,735,val
636,179142.jpg,3059,val
637,025060.jpg,7725,val
638,112986.jpg,3188,train
639,040900.jpg,9090,train
640,176019.jpg,2496,train
641,152519.jpg,5239,train
642,144427.jpg,8412,train
643,051897.jpg,273,train
644,028584.jpg,3664,train
645,171528.jpg,3113,train
646,026460.jpg,5283,test
647,137361.jpg,8932,train
648,042881.jpg,59,train
649,149571.jpg,1489,train
650,028079.jpg,2249,train
651,104465.jpg,5537,train
652,074394.jpg,5452,test
653,180146.jpg,1037,train
654,194523.jpg,8415,test
655,014538.jpg,1648,train
656,199785.jpg,5613,train
657,114444.jpg,1886,val
658,039886.jpg,9192,val
659,171081.jpg,4388,train
660,182716.jpg,8918,test
661,147565.jpg,8511,test
662,148337.jpg,7338,train
663,031308.jpg,1496,train
664,082506.jpg,2349,train
665,076351.jpg,1392,train
666,124986.jpg,1066,train
667,102140.jpg,6430,train
668,106924.jpg,7294,val
669,140140.jpg,8944,train
670,189604.jpg,9769,train
671,173709.jpg,2899,val
672,140076.jpg,7516,train
673,115937.jpg,7256,test
674,180088.jpg,953,test
675,195590.jpg,8918,test
676,082463.jpg,2612,train
677,091431.jpg,2101,train
678,053263.jpg,2772,train
679,104595.jpg,3727,train
680,112880.jpg,3478,train
681,061839.jpg,2537,train
682,009632.jpg,8847,test
683,126293.jpg,5202,train
684,152592.jpg,2117,test
685,142212.jpg,1370,train
686,147665.jpg,2518,train
687,117429.jpg,8712,val
688,098410.jpg,9610,train
689,027757.jpg,8667,train
690,062037.jpg,6878,train
691,099888.jpg,5153,train
692,154751.jpg,10014,train
693,060567.jpg,9787,val
694,188168.jpg,8985,train
695,164434.jpg,1569,train
696,145630.jpg,5127,test
697,169296.jpg,971,train
698,155457.jpg,3957,val
699,131759.jpg,9087,test
700,135813.jpg,4905,val
701,151763.jpg,4190,test
702,076903.jpg,4899,train
703,063711.jpg,1726,train
704,182217.jpg,2279,train
705,170054.jpg,1198,train
706,088796.jpg,8946,train
707,039210.jpg,6188,train
708,046268.jpg,10016,train
709,149522.jpg,661,test
710,146610.jpg,2335,test
711,106754.jpg,5529,test
712,040074.jpg,199,train
713,162044.jpg,719,test
714,048258.jpg,9986,train
715,031647.jpg,5921,train
716,193019.jpg,5987,train
717,177972.jpg,3857,train
718,150817.jpg,6658,val
719,064025.jpg,5225,train
720,183092.jpg,7607,train
721,056010.jpg,4450,train
722,053325.jpg,9065,test
723,093061.jpg,2463,test
724,013727.jpg,9720,test
725,167076.jpg,1411,train
726,152805.jpg,23,val
727,125468.jpg,8515,train
728,195056.jpg,6424,train
729,027441.jpg,1691,val
730,187209.jpg,7095,test
731,043531.jpg,1261,train
732,133729.jpg,6371,train
733,201069.jpg,8621,train
734,116027.jpg,5318,train
735,108094.jpg,5287,test
736,085502.jpg,2201,train
737,101609.jpg,2579,train
738,062011.jpg,3465,train
739,131371.jpg,5656,train
740,023198.jpg,7151,val
741,116833.jpg,7524,train
742,154566.jpg,9672,test
743,063007.jpg,4916,val
744,099309.jpg,6524,train
745,075982.jpg,7743,train
746,034659.jpg,7001,train
747,021568.jpg,1874,train
748,165076.jpg,4423,train
749,053036.jpg,4936,test
750,000993.jpg,1938,train
751,166621.jpg,235,train
752,052650.jpg,4693,train
753,189172.jpg,7358,test
754,050558.jpg,1443,test
755,037167.jpg,3263,train
756,189989.jpg,7358,train
757,191102.jpg,9680,train
758,181505.jpg,1188,train
759,060945.jpg,5519,test
760,175300.jpg,4423,train
761,035991.jpg,3501,train
762,003092.jpg,6151,train
763,087327.jpg,10033,train
764,044913.jpg,2938,val
765,158275.jpg,3846,val
766,135330.jpg,4135,test
767,097972.jpg,4561,test
768,062271.jpg,3052,train
769,196602.jpg,7607,val
770,086207.jpg,4582,train
771,016634.jpg,997,val
772,186885.jpg,5113,val
773,109797.jpg,4112,train
774,021032.jpg,9151,train
775,129630.jpg,2516,test
776,087281.jpg,9700,train
777,188214.jpg,4978,train
778,191077.jpg,6090,train
779,183238.jpg,6190,test
780,087812.jpg,4374,val
781,124600.jpg,3620,train
782,055880.jpg,4102,train
783,009189.jpg,1297,val
784,087877.jpg,1686,train
785,127215.jpg,6353,test
786,053898.jpg,6675,train
787,166569.jpg,4911,train
788,019774.jpg,5469,test
789,124310.jpg,4821,val
790,121100.jpg,7552,train
791,094220.jpg,1035,train
792,106990.jpg,4338,train
793,141959.jpg,1568,train
794,067834.jpg,6482,train
795,098112.jpg,10176,train
796,173453.jpg,2846,val
797,033306.jpg,9733,val
798,186899.jpg,8757,train
799,062079.jpg,2245,val
800,170782.jpg,986,train
801,182319.jpg,4555,test
802,191465.jpg,7429,test
803,122712.jpg,3705,train
804,048469.jpg,3980,train
805,015964.jpg,9789,train
806,192161.jpg,6956,train
807,174713.jpg,3864,train
808,093377.jpg,8563,train
809,000589.jpg,1725,train
810,084883.jpg,8566,train
811,199330.jpg,6886,train
812,025052.jpg,3149,val
813,076953.jpg,6997,train
814,162574.jpg,10060,test
815,157801.jpg,1031,train
816,060193.jpg,6691,train
817,116123.jpg,8602,test
818,075928.jpg,10149,train
819,109760.jpg,4338,train
820,060194.jpg,924,train
821,042958.jpg,7611,test
822,113882.jpg,4832,test
823,166304.jpg,4372,val
824,028088.jpg,8644,train
825,037446.jpg,10070,val
826,018643.jpg,284,train
827,002263.jpg,8910,val
828,136980.jpg,5473,val
829,091723.jpg,2484,train
830,019574.jpg,1008,val
831,013473.jpg,1218,train
832,194698.jpg,5158,train
833,116409.jpg,6603,train
834,050275.jpg,7386,test
835,006983.jpg,6803,val
836,113703.jpg,5127,train
837,060487.jpg,5786,train
838,107892.jpg,7399,train
839,076966.jpg,22,train
840,078741.jpg,5410,train
841,045517.jpg,9056,train
842,007238.jpg,539,train
843,033922.jpg,5489,train
844,014733.jpg,1946,train
845,202424.jpg,8774,test
846,073711.jpg,5311,train
847,005409.jpg,2097,train
848,122181.jpg,6359,train
849,034460.jpg,8799,val
850,067378.jpg,7186,train
851,182722.jpg,8963,train
852,165296.jpg,365,test
853,133484.jpg,6637,test
854,153422.jpg,4687,train
855,110452.jpg,8748,train
856,184868.jpg,6973,train
857,114719.jpg,1565,train
858,046378.jpg,289,train
859,174061.jpg,2981,test
860,031383.jpg,6024,test
861,082455.jpg,5866,test
862,143817.jpg,3714,train
863,142748.jpg,4723,train
864,139650.jpg,8392,train
865,194163.jpg,4992,train
866,200055.jpg,10102,train
867,053875.jpg,6325,val
868,080054.jpg,2014,train
869,050237.jpg,7499,test
870,035715.jpg,8702,test
871,034040.jpg,8529,train
872,197860.jpg,7002,train
873,150975.jpg,494,train
874,151086.jpg,7086,train
875,042828.jpg,6385,train
876,159710.jpg,4225,val
877,050371.jpg,4162,val
878,083569.jpg,6681,train
879,038162.jpg,4849,test
880,094527.jpg,4731,train
881,202260.jpg,6195,test
882,156981.jpg,6994,test
883,039962.jpg,1493,train
884,093797.jpg,3135,train
885,153477.jpg,8947,train
886,006383.jpg,7222,train
887,023140.jpg,6806,test
888,018062.jpg,2880,train
889,034472.jpg,3364,train
890,085389.jpg,8944,train
891,122356.jpg,7673,val
892,094136.jpg,9967,test
893,199751.jpg,5457,train
894,173576.jpg,2122,train
895,001767.jpg,4612,train
896,138756.jpg,1103,train
897,140951.jpg,4336,train
898,078931.jpg,2445,train
899,142183.jpg,600,val
900,094243.jpg,6351,train
901,129478.jpg,4715,train
902,069214.jpg,4842,val
903,169720.jpg,2823,train
904,062548.jpg,8956,test
905,129107.jpg,4561,train
906,022615.jpg,4094,train
907,076997.jpg,1389,train
908,113213.jpg,1481,train
909,098398.jpg,9722,val
910,025419.jpg,8664,train
911,182166.jpg,4602,test
912,109741.jpg,8313,train
913,136748.jpg,6128,train
914,076774.jpg,8746,train
915,018857.jpg,8551,train
916,061288.jpg,6802,train
917,032677.jpg,2250,train
918,178310.jpg,4312,val
919,044025.jpg,6346,val
920,162177.jpg,10167,val
921,164452.jpg,3059,train
922,117312.jpg,2117,train
923,059522.jpg,1714,train
924,138674.jpg,5928,train
925,076421.jpg,4168,train
926,043057.jpg,1035,val
927,034249.jpg,10060,train
928,001901.jpg,5530,train
929,043214.jpg,7516,val
930,030372.jpg,8723,val
931,114439.jpg,9965,test
932,029667.jpg,9152,train
933,169143.jpg,1641,train
934,200431.jpg,9010,train
935,055595.jpg,1997,train
936,175166.jpg,4213,train
937,097531.jpg,8882,test
938,128126.jpg,8785,train
939,127722.jpg,4549,train
940,122468.jpg,7302,train
941,192291.jpg,8936,train
942,015490.jpg,8385,train
943,058759.jpg,5320,train
944,058869.jpg,2791,val
945,030106.jpg,10044,train
946,137787.jpg,5124,train
947,031506.jpg,5625,val
948,191162.jpg,9874,test
949,052942.jpg,3034,train
950,006456.jpg,2613,train
951,197562.jpg,7193,test
952,009250.jpg,1383,test
953,180374.jpg,4017,train
954,070760.jpg,5046,train
955,092878.jpg,1862,val
956,007863.jpg,1559,train
957,123697.jpg,6266,train
958,150245.jpg,6675,train
959,135061.jpg,5472,train
960,001913.jpg,4135,val
961,147920.jpg,2813,train
962,023579.jpg,7075,train
963,180229.jpg,4441,test
964,047992.jpg,5182,val
965,028110.jpg,7449,test
966,119710.jpg,1250,train
967,092861.jpg,6727,train
968,154631.jpg,6087,train
969,135295.jpg,4450,train
970,144663.jpg,2574,train
971,090960.jpg,4865,train
972,189039.jpg,7073,test
973,190441.jpg,8853,val
974,033837.jpg,3035,train
975,047658.jpg,9946,train
976,196878.jpg,7307,train
977,144068.jpg,10082,val
978,047542.jpg,3896,train
979,176847.jpg,1519,train
980,001188.jpg,3317,train
981,053673.jpg,3051,val
982,084616.jpg,10127,train
983,193968.jpg,5431,train
984,013904.jpg,3569,test
985,140253.jpg,9135,train
986,092668.jpg,4811,train
987,093946.jpg,318,val
988,188903.jpg,8520,train
989,157478.jpg,4715,train
990,110265.jpg,10093,train
991,028468.jpg,481,train
992,188014.jpg,8572,val
993,040510.jpg,1912,val
994,111841.jpg,10016,train
995,063181.jpg,7409,test
996,110569.jpg,9730,train
997,075628.jpg,8860,test
998,050297.jpg,5532,train
999,056357.jpg,8854,test
1000,202360.jpg,7193,train
1001,031103.jpg,10149,val
